tenure_months,monthly_charges,total_charges,num_services,senior_citizen,contract_type,internet_service,tech_support,payment_method,churned
11,74.31,863.09,2,0,month-to-month,fiber,yes,electronic-check,1
1,46.73,45.55,2,1,one-year,dsl,yes,mailed-check,0
30,81.24,2663.2,6,1,one-year,dsl,no,bank-transfer,1
28,27.02,705.17,5,1,month-to-month,dsl,yes,electronic-check,0
44,53.66,2134.39,5,0,one-year,fiber,yes,mailed-check,0
63,100.43,6660.07,7,1,month-to-month,fiber,yes,mailed-check,1
67,45.93,3139.21,1,0,month-to-month,dsl,no,mailed-check,0
20,80.52,1485.09,5,0,two-year,dsl,no,credit-card,1
70,61.0,3979.22,1,1,month-to-month,fiber,yes,credit-card,0
45,51.65,2152.66,7,0,one-year,fiber,no,credit-card,0
5,111.61,520.87,5,0,month-to-month,dsl,no,credit-card,1
67,54.33,3612.01,6,0,month-to-month,dsl,yes,credit-card,0
9,43.67,357.73,4,0,one-year,none,no,electronic-check,0
42,110.93,4677.12,3,1,one-year,fiber,yes,mailed-check,1
56,94.59,5408.67,5,0,month-to-month,fiber,no,electronic-check,0
17,88.18,1567.23,6,0,one-year,fiber,no,credit-card,0
19,24.95,516.34,2,0,month-to-month,none,yes,credit-card,0
34,33.12,1032.05,7,1,month-to-month,dsl,no,electronic-check,1
63,83.83,4790.3,6,1,one-year,dsl,yes,electronic-check,0
16,40.94,607.76,1,1,one-year,dsl,no,electronic-check,0
47,42.56,1935.24,7,1,month-to-month,fiber,yes,credit-card,0
32,97.91,3149.01,2,0,one-year,dsl,no,credit-card,0
8,48.59,350.18,5,1,month-to-month,dsl,no,mailed-check,0
51,27.16,1438.45,1,0,two-year,dsl,yes,electronic-check,0
59,23.64,1522.21,2,1,two-year,fiber,no,mailed-check,0
41,64.32,2505.15,5,1,month-to-month,fiber,yes,bank-transfer,1
12,81.71,884.19,5,0,month-to-month,dsl,no,electronic-check,0
11,106.89,1235.34,5,0,two-year,dsl,no,mailed-check,0
30,31.08,982.76,3,1,two-year,fiber,yes,bank-transfer,0
36,39.67,1297.74,6,0,month-to-month,dsl,yes,credit-card,0
39,72.98,2913.01,1,0,month-to-month,fiber,yes,electronic-check,0
17,56.41,909.65,6,0,month-to-month,dsl,no,electronic-check,0
36,68.25,2522.29,3,0,two-year,none,no,mailed-check,0
21,112.41,2467.49,5,0,two-year,fiber,yes,mailed-check,0
49,74.49,3447.61,7,0,two-year,fiber,yes,credit-card,0
57,61.51,3338.31,2,0,month-to-month,dsl,no,credit-card,0
46,118.94,5593.33,3,0,two-year,dsl,yes,mailed-check,1
0,26.52,26.96,6,1,month-to-month,fiber,yes,mailed-check,0
71,113.21,8658.7,7,1,month-to-month,fiber,no,bank-transfer,1
1,70.17,70.32,2,1,month-to-month,fiber,yes,credit-card,1
71,70.38,5296.57,4,0,month-to-month,fiber,no,electronic-check,0
2,112.2,234.81,3,0,one-year,fiber,yes,mailed-check,1
37,70.73,2703.74,4,0,month-to-month,none,no,bank-transfer,1
7,63.84,419.33,3,1,month-to-month,fiber,yes,credit-card,1
6,47.25,270.82,1,0,two-year,none,yes,mailed-check,0
49,85.88,4264.31,7,0,month-to-month,dsl,yes,mailed-check,0
52,76.96,3654.51,5,1,month-to-month,dsl,no,bank-transfer,0
8,41.43,301.28,4,0,month-to-month,fiber,no,mailed-check,0
70,90.94,5792.65,1,1,month-to-month,dsl,yes,credit-card,0
23,84.41,2105.02,1,0,month-to-month,dsl,no,bank-transfer,1
22,59.73,1363.7,4,1,one-year,dsl,yes,credit-card,1
21,20.44,458.15,5,1,month-to-month,fiber,yes,bank-transfer,0
33,64.66,2331.55,2,1,month-to-month,fiber,yes,credit-card,0
12,20.61,257.26,6,1,two-year,dsl,no,credit-card,0
30,27.5,827.53,3,1,month-to-month,dsl,yes,electronic-check,0
15,63.06,941.93,1,0,one-year,dsl,yes,credit-card,0
3,28.19,88.73,4,0,month-to-month,dsl,no,electronic-check,0
26,47.57,1327.82,2,0,two-year,dsl,no,mailed-check,0
48,85.55,4377.11,1,0,month-to-month,dsl,yes,electronic-check,0
54,50.86,2742.56,1,1,one-year,fiber,no,electronic-check,0
25,119.76,3157.78,2,0,one-year,fiber,yes,bank-transfer,1
23,111.63,2555.47,4,0,one-year,dsl,no,electronic-check,1
56,78.53,4295.99,7,0,two-year,dsl,yes,electronic-check,0
49,116.69,5486.43,2,0,month-to-month,dsl,no,mailed-check,0
59,106.8,5739.82,1,1,month-to-month,dsl,no,credit-card,0
65,51.89,3171.26,2,0,two-year,dsl,yes,credit-card,0
59,94.96,5860.37,3,0,two-year,none,yes,credit-card,0
67,33.68,2108.4,2,1,month-to-month,fiber,yes,electronic-check,0
29,88.46,2771.17,3,0,one-year,fiber,no,electronic-check,0
28,69.11,1771.98,7,0,one-year,dsl,no,mailed-check,0
23,21.68,453.87,3,1,one-year,fiber,no,mailed-check,0
16,47.42,755.85,5,1,two-year,none,no,electronic-check,0
53,115.54,5783.96,5,0,two-year,dsl,no,bank-transfer,0
51,51.58,2421.69,1,1,month-to-month,fiber,no,mailed-check,0
57,38.15,1983.13,2,0,one-year,dsl,no,mailed-check,0
12,38.75,467.54,3,0,month-to-month,fiber,yes,electronic-check,0
35,67.92,2262.84,4,0,month-to-month,dsl,no,mailed-check,0
15,104.26,1581.34,1,1,two-year,fiber,yes,mailed-check,1
64,95.8,5699.93,5,1,one-year,dsl,yes,electronic-check,0
19,63.69,1095.01,3,1,month-to-month,fiber,yes,credit-card,0
10,40.87,370.06,3,0,one-year,fiber,yes,credit-card,0
41,24.61,930.85,5,0,month-to-month,fiber,no,credit-card,1
63,66.26,4421.54,7,0,month-to-month,fiber,yes,bank-transfer,0
65,101.48,6528.28,7,0,one-year,dsl,yes,bank-transfer,0
6,92.97,571.64,7,0,one-year,fiber,no,electronic-check,1
23,60.86,1504.76,3,1,month-to-month,dsl,no,mailed-check,1
11,79.47,823.92,1,1,month-to-month,fiber,yes,electronic-check,1
22,63.62,1503.59,2,1,one-year,dsl,yes,bank-transfer,0
38,77.9,3105.63,3,0,month-to-month,fiber,yes,credit-card,1
20,71.75,1500.73,3,0,two-year,dsl,no,bank-transfer,0
4,88.1,378.53,2,0,month-to-month,none,yes,electronic-check,0
36,70.77,2357.09,2,1,two-year,fiber,no,bank-transfer,0
3,114.06,344.95,2,1,month-to-month,dsl,yes,credit-card,1
16,62.8,1001.49,5,0,month-to-month,fiber,no,electronic-check,1
0,21.59,22.3,4,1,month-to-month,dsl,yes,bank-transfer,0
6,43.64,248.12,1,1,one-year,dsl,no,mailed-check,0
31,70.06,2009.98,4,0,two-year,dsl,yes,credit-card,0
61,74.06,4945.43,6,0,month-to-month,fiber,yes,bank-transfer,0
55,75.24,4109.8,3,0,month-to-month,none,no,credit-card,0
7,91.46,605.91,3,1,month-to-month,none,no,bank-transfer,1
2,47.46,87.87,2,0,one-year,dsl,yes,credit-card,0
24,86.49,2114.62,3,0,month-to-month,dsl,no,mailed-check,0
46,90.4,3865.45,2,1,two-year,fiber,yes,bank-transfer,0
53,61.13,3034.51,7,0,month-to-month,dsl,no,mailed-check,0
59,60.22,3874.28,7,0,one-year,fiber,no,bank-transfer,0
24,37.89,823.73,3,1,two-year,none,yes,bank-transfer,0
12,61.4,690.65,7,1,month-to-month,dsl,yes,electronic-check,1
1,98.68,102.06,6,1,month-to-month,dsl,yes,credit-card,1
10,110.9,1046.21,1,1,two-year,none,no,bank-transfer,0
4,79.36,297.25,4,1,month-to-month,fiber,yes,mailed-check,1
61,49.94,3080.76,5,1,one-year,none,yes,bank-transfer,0
19,88.23,1742.07,3,1,two-year,fiber,no,bank-transfer,1
59,94.01,5469.64,4,0,month-to-month,dsl,yes,mailed-check,0
39,53.22,2192.35,4,0,two-year,fiber,yes,bank-transfer,0
38,102.65,4146.61,5,1,month-to-month,fiber,no,bank-transfer,1
32,27.37,897.4,3,0,one-year,none,yes,credit-card,0
58,21.08,1241.67,5,1,month-to-month,fiber,no,electronic-check,0
3,32.3,103.03,2,0,month-to-month,fiber,no,electronic-check,0
6,35.6,192.88,7,1,month-to-month,dsl,yes,mailed-check,1
30,107.89,3243.58,1,1,month-to-month,dsl,no,credit-card,0
28,62.5,1620.06,1,0,month-to-month,none,yes,electronic-check,0
39,47.49,1748.97,1,0,month-to-month,none,no,credit-card,0
53,62.91,3633.64,3,1,one-year,fiber,no,mailed-check,0
42,59.48,2250.2,5,1,month-to-month,none,no,electronic-check,0
18,50.15,867.86,7,1,month-to-month,dsl,no,mailed-check,0
23,33.79,723.45,4,1,month-to-month,fiber,no,credit-card,0
54,85.59,4686.95,2,1,month-to-month,fiber,yes,credit-card,1
14,33.66,503.69,3,1,month-to-month,fiber,no,bank-transfer,0
36,97.54,3434.81,1,1,month-to-month,fiber,yes,bank-transfer,1
38,40.17,1629.4,4,0,one-year,fiber,no,credit-card,0
54,93.14,4969.44,6,1,one-year,none,no,credit-card,0
51,100.56,5548.12,1,1,one-year,dsl,yes,credit-card,0
33,32.53,1147.98,6,0,month-to-month,fiber,yes,credit-card,0
22,28.67,590.22,2,1,two-year,dsl,no,credit-card,0
26,114.96,3219.15,5,1,one-year,dsl,no,electronic-check,1
29,66.3,1804.48,6,0,one-year,fiber,no,electronic-check,0
15,83.02,1242.91,6,1,month-to-month,fiber,yes,bank-transfer,0
45,22.33,943.76,5,1,month-to-month,none,no,credit-card,0
15,47.87,701.74,5,1,month-to-month,dsl,yes,mailed-check,0
46,70.54,3559.98,2,0,month-to-month,dsl,no,credit-card,0
54,108.62,6176.51,1,0,one-year,fiber,yes,credit-card,0
69,47.14,3287.84,3,1,month-to-month,none,no,electronic-check,1
8,97.52,848.11,5,0,month-to-month,none,no,mailed-check,0
54,86.22,4525.24,5,0,month-to-month,none,yes,electronic-check,0
6,31.53,176.82,6,1,month-to-month,fiber,no,electronic-check,0
24,49.34,1262.07,3,0,month-to-month,none,yes,bank-transfer,0
12,43.79,474.21,7,1,month-to-month,dsl,yes,electronic-check,0
11,64.25,749.8,4,1,month-to-month,none,yes,bank-transfer,0
12,83.53,906.51,2,0,month-to-month,fiber,yes,bank-transfer,0
3,63.34,181.83,6,0,one-year,dsl,yes,mailed-check,0
59,44.45,2546.76,1,0,two-year,fiber,no,electronic-check,0
4,89.59,345.35,3,0,two-year,fiber,no,electronic-check,0
28,78.45,2083.88,6,1,one-year,dsl,no,mailed-check,0
50,71.93,3314.66,6,0,month-to-month,dsl,no,electronic-check,0
71,75.44,4824.02,2,1,one-year,fiber,no,credit-card,0
61,42.19,2714.99,2,1,two-year,none,yes,electronic-check,0
9,88.04,785.53,1,0,month-to-month,fiber,no,electronic-check,1
71,58.75,3889.23,1,1,month-to-month,dsl,no,electronic-check,1
47,56.35,2427.13,6,0,one-year,fiber,yes,bank-transfer,0
12,34.97,401.04,6,0,month-to-month,dsl,yes,bank-transfer,1
32,79.68,2475.5,4,0,one-year,dsl,no,bank-transfer,0
66,80.27,5256.94,4,1,month-to-month,dsl,no,mailed-check,0
28,54.03,1392.13,3,0,month-to-month,fiber,no,mailed-check,0
13,105.99,1510.12,2,1,one-year,dsl,no,bank-transfer,0
63,104.55,6282.01,1,1,one-year,dsl,yes,electronic-check,0
68,30.91,2077.2,5,0,one-year,dsl,no,mailed-check,0
70,89.5,6526.9,1,1,two-year,fiber,no,electronic-check,0
68,59.38,3884.56,1,0,two-year,dsl,yes,mailed-check,0
62,119.97,6817.05,6,1,month-to-month,dsl,yes,credit-card,1
32,42.5,1326.42,5,0,two-year,fiber,yes,credit-card,0
13,48.05,631.26,4,1,month-to-month,fiber,no,bank-transfer,0
44,64.21,3018.35,2,0,month-to-month,fiber,no,bank-transfer,0
15,46.87,684.48,2,0,two-year,fiber,no,mailed-check,0
34,89.2,3269.07,4,0,month-to-month,fiber,yes,bank-transfer,1
47,68.09,3229.72,3,0,two-year,fiber,no,credit-card,0
68,42.09,2986.61,4,0,month-to-month,fiber,yes,bank-transfer,0
20,70.64,1280.04,2,0,month-to-month,fiber,no,electronic-check,1
18,108.88,2114.95,2,0,month-to-month,dsl,no,bank-transfer,1
52,99.24,4864.73,1,0,one-year,dsl,no,electronic-check,0
0,69.88,67.45,3,1,two-year,dsl,yes,mailed-check,0
40,48.85,1963.24,2,1,month-to-month,dsl,yes,electronic-check,0
53,37.99,2198.64,2,0,month-to-month,none,yes,electronic-check,0
39,107.84,4075.95,4,0,month-to-month,dsl,no,credit-card,0
27,91.02,2320.16,4,1,month-to-month,fiber,yes,bank-transfer,0
59,77.22,4975.79,2,1,one-year,none,no,mailed-check,0
26,107.94,2979.58,5,1,one-year,fiber,yes,mailed-check,0
51,32.17,1694.29,3,0,month-to-month,dsl,no,bank-transfer,0
33,88.25,2859.62,3,0,month-to-month,none,yes,bank-transfer,0
1,41.67,41.01,4,0,one-year,dsl,yes,electronic-check,0
38,32.06,1328.09,1,0,month-to-month,dsl,no,mailed-check,0
3,66.56,182.47,3,0,month-to-month,fiber,yes,credit-card,0
67,58.74,4138.26,5,0,one-year,dsl,no,bank-transfer,0
43,114.12,5006.43,1,1,month-to-month,fiber,no,credit-card,1
26,52.4,1490.04,4,1,month-to-month,dsl,yes,bank-transfer,0
35,101.49,3593.64,1,1,month-to-month,fiber,no,mailed-check,0
44,94.88,3991.48,5,1,one-year,dsl,no,bank-transfer,0
18,86.79,1649.68,1,1,month-to-month,none,yes,electronic-check,0
20,112.04,2458.44,2,1,two-year,dsl,yes,bank-transfer,0
30,60.79,1972.31,3,0,month-to-month,none,yes,bank-transfer,0
18,58.97,1017.88,5,0,month-to-month,dsl,yes,mailed-check,0
54,36.09,1888.97,6,1,one-year,none,yes,mailed-check,0
7,47.58,350.03,4,1,month-to-month,fiber,no,electronic-check,1
59,107.98,6495.93,1,1,month-to-month,fiber,yes,electronic-check,0
25,67.44,1521.32,3,1,month-to-month,dsl,no,electronic-check,0
40,54.14,2010.48,6,0,one-year,fiber,no,bank-transfer,0
11,41.61,419.77,1,0,month-to-month,fiber,yes,electronic-check,0
27,68.5,1730.66,6,0,two-year,fiber,no,bank-transfer,0
54,91.67,4757.03,3,0,month-to-month,fiber,yes,electronic-check,0
19,48.67,1011.14,1,0,month-to-month,none,yes,credit-card,0
9,95.77,892.35,5,1,month-to-month,none,no,bank-transfer,1
37,82.98,2796.86,1,0,month-to-month,fiber,no,mailed-check,0
11,98.76,1109.69,3,0,two-year,dsl,yes,bank-transfer,0
22,45.09,979.41,2,1,month-to-month,dsl,no,electronic-check,0
32,83.1,2794.31,5,1,two-year,fiber,no,bank-transfer,0
40,35.37,1523.44,1,0,month-to-month,none,no,bank-transfer,0
46,56.38,2367.96,1,0,month-to-month,fiber,no,mailed-check,0
48,92.44,4863.02,4,1,month-to-month,dsl,no,bank-transfer,0
60,83.17,4548.97,7,1,one-year,dsl,no,credit-card,0
4,38.79,162.37,1,1,month-to-month,dsl,no,mailed-check,0
26,105.83,2973.43,4,1,one-year,none,no,mailed-check,1
0,25.34,26.62,6,0,two-year,fiber,no,mailed-check,0
0,79.52,73.97,3,0,one-year,dsl,yes,bank-transfer,0
15,118.38,1672.0,4,1,month-to-month,dsl,yes,electronic-check,1
43,73.15,2856.81,6,1,one-year,dsl,yes,credit-card,0
64,100.07,5931.92,6,0,month-to-month,fiber,yes,mailed-check,0
55,79.52,3989.61,3,1,month-to-month,fiber,yes,credit-card,0
46,98.31,4118.55,6,0,month-to-month,dsl,no,credit-card,1
56,85.56,4850.88,5,0,two-year,dsl,no,electronic-check,0
12,89.11,978.79,4,0,month-to-month,none,yes,electronic-check,1
60,42.78,2528.33,4,0,one-year,fiber,yes,electronic-check,0
64,94.18,6280.27,7,0,one-year,fiber,no,bank-transfer,0
6,43.79,237.26,7,0,month-to-month,fiber,no,mailed-check,0
33,118.06,4004.19,7,0,month-to-month,none,no,electronic-check,0
59,42.78,2653.85,5,1,one-year,fiber,no,bank-transfer,0
34,43.67,1495.67,3,1,month-to-month,none,no,mailed-check,0
60,105.87,6321.19,1,0,month-to-month,dsl,yes,credit-card,0
67,44.3,3105.13,1,1,month-to-month,dsl,yes,credit-card,0
34,56.09,1918.4,7,0,two-year,dsl,no,credit-card,0
4,91.46,366.52,3,1,month-to-month,none,yes,bank-transfer,1
24,35.87,912.85,1,0,month-to-month,fiber,yes,bank-transfer,0
15,35.91,575.01,2,0,month-to-month,dsl,yes,electronic-check,1
34,68.64,2272.34,1,0,month-to-month,none,no,credit-card,1
42,44.37,1832.04,4,1,two-year,none,no,mailed-check,0
33,43.57,1524.3,5,1,month-to-month,dsl,no,electronic-check,0
14,20.92,295.51,3,0,one-year,fiber,no,electronic-check,0
21,57.04,1242.59,6,1,one-year,fiber,yes,mailed-check,0
48,51.83,2276.46,4,1,month-to-month,dsl,no,mailed-check,0
1,23.12,21.25,7,1,one-year,fiber,no,electronic-check,0
15,82.12,1239.63,6,1,two-year,dsl,yes,credit-card,1
64,82.67,5628.68,1,0,one-year,none,no,mailed-check,0
7,27.08,182.6,2,1,one-year,fiber,yes,mailed-check,0
29,51.7,1637.43,6,1,month-to-month,none,no,bank-transfer,0
14,107.28,1580.12,4,0,two-year,fiber,yes,mailed-check,0
7,78.22,578.39,6,0,month-to-month,dsl,yes,credit-card,1
30,61.2,1958.66,3,1,one-year,dsl,no,bank-transfer,0
37,66.51,2340.04,1,1,month-to-month,fiber,no,bank-transfer,1
12,40.83,473.33,6,1,one-year,dsl,yes,credit-card,0
5,101.19,467.34,6,1,two-year,fiber,no,electronic-check,0
9,111.4,978.61,5,0,one-year,dsl,no,electronic-check,0
46,111.07,4634.91,3,0,month-to-month,dsl,yes,bank-transfer,0
61,42.39,2715.85,1,1,one-year,fiber,no,bank-transfer,0
12,51.07,649.92,6,1,two-year,fiber,no,electronic-check,0
23,36.06,781.88,5,0,one-year,fiber,no,electronic-check,0
24,50.72,1214.82,5,1,two-year,fiber,no,credit-card,0
25,53.28,1377.82,2,1,two-year,fiber,no,electronic-check,0
17,83.31,1484.97,6,0,two-year,fiber,no,mailed-check,0
3,38.96,127.85,6,1,month-to-month,fiber,no,electronic-check,0
37,111.94,3893.81,7,1,month-to-month,fiber,yes,mailed-check,1
25,30.31,719.37,4,1,two-year,fiber,yes,bank-transfer,0
24,20.69,531.7,6,0,two-year,fiber,no,bank-transfer,0
19,105.49,1842.85,3,0,month-to-month,dsl,no,electronic-check,1
66,90.38,6306.14,5,1,month-to-month,fiber,yes,electronic-check,0
43,55.54,2213.09,5,0,month-to-month,dsl,yes,credit-card,1
30,79.55,2369.54,6,1,one-year,none,yes,mailed-check,0
14,42.35,603.84,6,0,two-year,fiber,yes,mailed-check,0
57,36.84,2212.38,1,1,one-year,fiber,yes,credit-card,0
63,67.11,3901.98,6,0,month-to-month,fiber,no,credit-card,0
2,55.32,117.81,6,1,month-to-month,fiber,yes,mailed-check,1
66,81.52,5757.54,4,1,two-year,dsl,no,electronic-check,0
50,41.81,2213.21,4,1,month-to-month,fiber,no,mailed-check,0
7,86.29,656.86,6,0,month-to-month,none,no,mailed-check,0
54,96.69,5609.96,4,0,month-to-month,dsl,no,bank-transfer,0
7,36.66,270.37,3,1,two-year,dsl,no,bank-transfer,0
3,24.39,74.33,6,0,month-to-month,fiber,no,mailed-check,0
8,63.96,543.26,6,0,month-to-month,fiber,no,mailed-check,0
33,97.4,3519.76,2,1,month-to-month,fiber,yes,bank-transfer,1
44,85.08,3846.33,6,0,two-year,fiber,no,bank-transfer,0
29,90.19,2480.87,3,1,month-to-month,fiber,no,bank-transfer,0
8,60.28,457.92,1,0,month-to-month,dsl,no,credit-card,0
14,43.49,644.9,7,1,month-to-month,fiber,yes,bank-transfer,0
61,73.18,4900.96,2,0,month-to-month,none,yes,bank-transfer,0
69,40.44,2628.69,2,1,two-year,dsl,no,mailed-check,0
54,92.62,5471.7,2,0,one-year,fiber,yes,credit-card,0
7,39.7,265.02,4,1,month-to-month,dsl,yes,electronic-check,1
59,49.13,2848.12,2,0,two-year,dsl,no,electronic-check,0
49,70.65,3744.44,2,0,month-to-month,fiber,no,bank-transfer,0
37,68.67,2775.46,3,0,two-year,dsl,yes,bank-transfer,0
10,80.08,811.52,2,0,month-to-month,fiber,yes,mailed-check,0
71,63.74,4932.92,2,0,month-to-month,fiber,no,bank-transfer,0
31,111.95,3708.12,7,1,two-year,none,no,electronic-check,1
3,103.99,334.83,5,1,two-year,none,no,bank-transfer,1
15,107.91,1737.86,1,1,one-year,dsl,no,mailed-check,1
28,82.95,2269.76,1,1,one-year,dsl,yes,bank-transfer,0
4,83.5,302.65,6,0,two-year,none,no,mailed-check,0
23,80.92,1736.33,2,1,one-year,dsl,no,bank-transfer,0
33,63.49,1916.86,2,0,month-to-month,dsl,no,electronic-check,0
68,52.21,3367.37,5,0,month-to-month,dsl,no,credit-card,0
6,79.2,432.94,6,1,one-year,fiber,yes,mailed-check,1
41,22.55,883.3,3,0,one-year,dsl,yes,electronic-check,0
65,20.75,1372.75,6,0,two-year,dsl,no,credit-card,0
58,105.16,5661.42,3,0,month-to-month,fiber,yes,electronic-check,0
66,24.64,1566.31,1,1,month-to-month,fiber,no,bank-transfer,0
12,72.48,821.77,6,1,month-to-month,dsl,no,electronic-check,1
57,81.5,4269.31,7,1,two-year,fiber,yes,credit-card,0
70,39.82,2885.57,7,1,month-to-month,fiber,no,electronic-check,0
23,109.57,2718.2,1,0,two-year,fiber,no,mailed-check,1
35,39.01,1424.33,4,0,month-to-month,dsl,no,bank-transfer,0
38,108.45,4272.93,5,0,month-to-month,dsl,yes,credit-card,0
35,96.3,3696.1,1,0,two-year,dsl,yes,mailed-check,0
20,44.07,922.17,7,0,month-to-month,none,yes,mailed-check,0
69,35.07,2200.64,1,0,two-year,dsl,yes,mailed-check,0
68,51.62,3312.36,2,1,month-to-month,none,no,credit-card,0
27,59.8,1658.99,7,0,month-to-month,dsl,yes,credit-card,0
57,44.58,2611.72,4,0,one-year,dsl,yes,electronic-check,0
28,119.89,3580.22,5,1,two-year,fiber,no,credit-card,1
57,42.97,2282.17,4,0,month-to-month,fiber,yes,credit-card,0
42,103.06,4745.11,6,0,month-to-month,dsl,yes,bank-transfer,0
33,35.91,1188.89,1,0,one-year,dsl,no,mailed-check,0
9,118.02,1151.49,5,0,two-year,fiber,no,mailed-check,0
47,42.55,2011.59,1,1,two-year,dsl,yes,credit-card,0
23,62.17,1340.37,2,0,two-year,fiber,no,mailed-check,0
15,75.86,1103.99,4,1,month-to-month,fiber,no,mailed-check,1
13,32.03,393.17,4,0,one-year,dsl,yes,mailed-check,0
70,101.68,6781.97,2,1,two-year,fiber,yes,electronic-check,0
7,47.47,358.23,6,0,two-year,dsl,no,mailed-check,0
57,74.93,4166.28,3,0,two-year,none,yes,electronic-check,0
62,74.96,4352.56,7,0,two-year,none,no,electronic-check,0
2,80.26,156.17,1,1,two-year,fiber,yes,mailed-check,0
42,25.55,1098.27,2,0,month-to-month,none,yes,credit-card,0
41,36.86,1420.85,3,1,month-to-month,fiber,no,credit-card,1
25,36.12,821.91,5,0,two-year,dsl,no,mailed-check,0
48,50.21,2589.45,3,0,month-to-month,dsl,yes,credit-card,0
29,34.49,948.04,2,1,month-to-month,dsl,yes,electronic-check,1
31,112.19,3781.41,4,0,month-to-month,fiber,no,bank-transfer,1
31,71.3,2010.11,7,1,one-year,fiber,no,bank-transfer,0
57,82.36,4836.14,1,1,two-year,fiber,no,mailed-check,0
45,55.75,2591.66,2,0,two-year,fiber,yes,mailed-check,0
27,47.62,1197.29,4,1,month-to-month,fiber,no,bank-transfer,0
66,70.32,4794.49,6,1,month-to-month,dsl,yes,mailed-check,0
57,49.43,2754.19,1,1,month-to-month,dsl,yes,bank-transfer,0
67,54.36,3556.0,2,0,two-year,none,yes,electronic-check,0
52,65.28,3650.84,2,0,month-to-month,dsl,yes,bank-transfer,0
28,70.57,2154.75,5,1,one-year,dsl,no,electronic-check,0
55,118.43,6083.9,1,1,one-year,dsl,yes,mailed-check,0
23,42.33,1009.44,5,1,one-year,none,no,bank-transfer,0
19,68.8,1216.93,3,1,one-year,dsl,yes,credit-card,0
32,34.95,1014.39,3,0,one-year,fiber,yes,mailed-check,0
69,55.0,3528.99,7,0,one-year,dsl,no,electronic-check,0
40,91.73,3768.02,6,0,month-to-month,dsl,no,electronic-check,0
27,37.45,1056.94,6,0,month-to-month,fiber,yes,bank-transfer,0
33,78.14,2582.25,7,1,month-to-month,fiber,yes,credit-card,0
20,61.67,1344.82,2,0,month-to-month,fiber,no,credit-card,0
47,25.16,1245.0,6,0,one-year,dsl,no,credit-card,0
25,113.31,2641.04,2,1,month-to-month,none,no,mailed-check,1
39,61.36,2253.26,3,0,two-year,fiber,no,mailed-check,0
26,98.39,2607.3,4,1,month-to-month,none,yes,credit-card,0
23,61.63,1370.23,6,1,one-year,dsl,no,credit-card,0
69,113.74,7064.66,5,1,month-to-month,fiber,yes,mailed-check,0
24,49.05,1065.2,4,0,month-to-month,dsl,yes,mailed-check,0
5,61.22,300.47,3,1,month-to-month,fiber,no,electronic-check,1
27,95.89,2601.26,5,1,one-year,fiber,yes,electronic-check,0
38,54.37,2129.41,4,1,month-to-month,fiber,no,bank-transfer,0
6,56.44,356.46,4,1,one-year,dsl,yes,bank-transfer,0
22,119.48,2874.99,5,1,one-year,dsl,no,bank-transfer,1
11,75.56,887.49,5,1,two-year,dsl,no,mailed-check,0
36,88.94,3109.59,3,1,one-year,fiber,no,electronic-check,1
52,84.35,4416.63,1,1,one-year,dsl,no,mailed-check,0
69,102.79,6689.54,3,0,two-year,dsl,yes,credit-card,0
28,106.18,3251.76,3,1,month-to-month,dsl,no,credit-card,1
62,76.33,4766.01,2,0,one-year,dsl,no,electronic-check,0
15,49.46,704.76,2,1,month-to-month,none,no,mailed-check,0
56,22.28,1303.59,7,0,one-year,dsl,yes,bank-transfer,0
40,81.44,3249.71,2,1,month-to-month,none,yes,electronic-check,0
54,102.55,6087.84,6,1,month-to-month,fiber,yes,mailed-check,0
54,65.05,3213.92,1,1,one-year,fiber,no,electronic-check,0
38,36.47,1340.26,7,1,month-to-month,fiber,no,mailed-check,1
18,48.81,956.22,2,1,month-to-month,fiber,no,credit-card,0
37,71.0,2606.61,3,0,month-to-month,fiber,no,credit-card,0
59,103.67,5886.3,6,1,two-year,dsl,no,electronic-check,0
69,37.18,2619.23,2,0,month-to-month,none,no,bank-transfer,0
66,81.21,5536.19,4,1,month-to-month,dsl,yes,credit-card,0
13,95.34,1138.48,6,0,two-year,dsl,no,credit-card,0
43,113.6,4649.73,1,0,two-year,fiber,no,electronic-check,0
7,31.67,213.22,1,1,month-to-month,fiber,yes,mailed-check,0
48,112.64,5131.85,6,1,month-to-month,dsl,yes,credit-card,1
71,80.15,5557.35,2,1,month-to-month,dsl,yes,credit-card,0
3,96.67,280.42,7,0,two-year,dsl,no,mailed-check,0
47,25.38,1248.07,7,0,month-to-month,fiber,yes,mailed-check,0
68,70.61,4896.49,7,0,month-to-month,dsl,yes,electronic-check,0
60,82.26,4865.71,7,1,month-to-month,none,yes,credit-card,1
28,50.68,1333.9,6,0,one-year,dsl,no,electronic-check,0
7,63.17,435.17,3,0,month-to-month,none,no,mailed-check,0
66,75.43,4660.25,7,1,one-year,fiber,no,electronic-check,0
66,75.25,5415.62,3,1,month-to-month,fiber,no,credit-card,0
41,24.19,927.08,5,1,one-year,none,yes,electronic-check,1
70,63.95,4797.62,1,0,two-year,dsl,yes,bank-transfer,0
0,41.38,42.34,7,0,month-to-month,fiber,no,electronic-check,0
44,111.67,5218.92,5,1,month-to-month,dsl,no,mailed-check,1
2,117.66,253.61,7,0,month-to-month,dsl,no,bank-transfer,1
67,49.96,3550.83,3,1,one-year,dsl,yes,bank-transfer,0
